Species,Gender,Ethicity,Index,First,Index2,Last
Human,Female,French,48,Sybilla,48,Dubois
Human,Female,French,49,Ysabeau,49,Carpentier
Human,Female,French,50,Ysabel,50,Garnier
Human,Male,French,1,Ambroys,1,Deschamps
Human,Male,French,2,Ame,2,Dumont
Human,Male,French,3,Andri,3,Sanchez
Human,Male,French,4,Andriet,4,Olivier
Human,Male,French,5,Anthoine,5,Lopez
Human,Male,French,6,Bernard,6,Mathieu
Human,Male,French,7,Charles,7,Michel
Human,Male,French,8,Charlot,8,Martin
Human,Male,French,9,Colin,9,Dupont
Human,Male,French,10,Denis,10,Clement
Human,Male,French,11,Durant,11,Lefevre
Human,Male,French,12,Edouart,12,Paris
Human,Male,French,13,Eremon,13,Marie
Human,Male,French,14,Ernault,14,Royer
Human,Male,French,15,Ethor,15,Dupuis
Human,Male,French,16,Felix,16,Philippe
Human,Male,French,17,Floquart,17,Vincent
Human,Male,French,18,Galleren,18,Boyer
Human,Male,French,19,Gaultier,19,Lambert
Human,Male,French,20,Gilles,20,Blanchard
Human,Male,French,21,Guy,21,Rolland
Human,Male,French,22,Henry,22,Rousseau
Human,Male,French,23,Hugo,23,Perrin
Human,Male,French,24,Imbert,24,Gauthier
Human,Male,French,25,Jacques,25,Meyer
Human,Male,French,26,Jacquot,26,Morin
Human,Male,French,27,Jean,27,Roux
Human,Male,French,28,Jehannin,28,Berger
Human,Male,French,29,Louis,29,Rodriguez
Human,Male,French,30,Louys,30,Masson
Human,Male,French,31,Loys,31,Barbier
Human,Male,French,32,Martin,32,Guillaume
Human,Male,French,33,Michel,33,Giraud
Human,Male,French,34,Mille,34,Dupuy
Human,Male,French,35,Morelet,35,Dos santos
Human,Male,French,36,Nicolas,36,Blanc
Human,Male,French,37,Nicolle,37,Leclerc
Human,Male,French,38,Oudart,38,Roy
Human,Male,French,39,Perrin,39,Jean
Human,Male,French,40,Phillippe,40,Colin
Human,Male,French,41,Pierre,41,Martinez
Human,Male,French,42,Regnault,42,Hubert
Human,Male,French,43,Richart,43,Morel
Human,Male,French,44,Robert,44,Baron
Human,Male,French,45,Robinet,45,Roger
Human,Male,French,46,Sauvage,46,Gaillard
Human,Male,French,47,Simon,47,Chevalier
Human,Male,French,48,Talbot,48,Bernard
Human,Male,French,49,Tanguy,49,Charles
Human,Male,French,50,Vincent,50,Fernandez
Human,Female,German,1,Adelhayt,1,Böhm
Human,Female,German,2,Affra,2,Sauer
Human,Female,German,3,Agatha,3,Koch
Human,Female,German,4,Allet,4,Dietrich
Human,Female,German,5,Angnes,5,Lorenz
Human,Female,German,6,Anna,6,Wolf
Human,Female,German,7,Apell,7,Pohl
Human,Female,German,8,Applonia,8,Müller
Human,Female,German,9,Barbara,9,Kuhn
Human,Female,German,10,Brida,10,Richter
Human,Female,German,11,Brigita,11,Frank
Human,Female,German,12,Cecilia,12,Wenzel
Human,Female,German,13,Clara,13,Sommer
Human,Female,German,14,Cristina,14,Winter
Human,Female,German,15,Dorothea,15,Neumann
Human,Female,German,16,Duretta,16,König
Human,Female,German,17,Ella,17,Brandt
Human,Female,German,18,Els,18,Hübner
Human,Female,German,19,Elsbeth,19,Schulte
Human,Female,German,20,Engel,20,Schuster
Human,Female,German,21,Enlein,21,Schmid
Human,Female,German,22,Enndlin,22,Beyer
Human,Female,German,23,Eva,23,Vogel
Human,Female,German,24,Fela,24,Beck
Human,Female,German,25,Fronicka,25,Bergmann
Human,Female,German,26,Genefe,26,Schumacher
Human,Female,German,27,Geras,27,Meyer
Human,Female,German,28,Gerhauss,28,Jansen
Human,Female,German,29,Gertrudt,29,Hofmann
Human,Female,German,30,Guttel,30,Groß
Human,Female,German,31,Helena,31,Franke
Human,Female,German,32,Irmel,32,Stein
Human,Female,German,33,Jonata,33,Lang
Human,Female,German,34,Katerina,34,Busch
Human,Female,German,35,Kuen,35,Roth
Human,Female,German,36,Kungund,36,Schreiber
Human,Female,German,37,Lucia,37,Braun
Human,Female,German,38,Madalena,38,Engel
Human,Female,German,39,Magdalen,39,Klein
Human,Female,German,40,Margret,40,Huber
Human,Female,German,41,Marlein,41,Möller
Human,Female,German,42,Martha,42,Wolff
Human,Female,German,43,Otilia,43,Schmitt
Human,Female,German,44,Ottilg,44,Martin
Human,Female,German,45,Peternella,45,Bauer
Human,Female,German,46,Reusin,46,Graf
Human,Female,German,47,Sibilla,47,Hansen
Human,Female,German,48,Ursel,48,Voigt
Human,Female,German,49,Vrsula,49,Pfeiffer
Human,Female,German,50,Walpurg,50,Meier
Human,Male,German,1,Albrecht,1,Arnold
Human,Male,German,2,Allexander,2,Schmidt
Human,Male,German,3,Baltasar,3,Hahn
Human,Male,German,4,Benedick,4,Winkler
Human,Male,German,5,Berhart,5,Fischer
Human,Male,German,6,Caspar,6,Simon
Human,Male,German,7,Clas,7,Jäger
Human,Male,German,8,Cristin,8,Maier
Human,Male,German,9,Cristoff,9,Mayer
Human,Male,German,10,Dieterich,10,Friedrich
Human,Male,German,11,Engelhart,11,Scholz
Human,Male,German,12,Erhart,12,Wagner
Human,Male,German,13,Felix,13,Kramer
Human,Male,German,14,Frantz,14,Kühn
Human,Male,German,15,Fritz,15,Franz
Human,Male,German,16,Gerhart,16,Ziegler
Human,Male,German,17,Gotleib,17,Horn
Human,Male,German,18,Hans,18,Schröder
Human,Male,German,19,Hartmann,19,Nagel
Human,Male,German,20,Heintz,20,Kaiser
Human,Male,German,21,Herman,21,Baumann
Human,Male,German,22,Jacob,22,Schneider
Human,Male,German,23,Jeremias,23,Krüger
Human,Male,German,24,Jorg,24,Becker
Human,Male,German,25,Karll,25,Jung
Human,Male,German,26,Kilian,26,Walter
Human,Male,German,27,Linhart,27,Hartmann
Human,Male,German,28,Lorentz,28,Schulz
Human,Male,German,29,Ludwig,29,Hoffmann
Human,Male,German,30,Marx,30,Peters
Human,Male,German,31,Melchor,31,Köhler
Human,Male,German,32,Mertin,32,Schmitz
Human,Male,German,33,Michel,33,Vogt
Human,Male,German,34,Moritz,34,Seidel
Human,Male,German,35,Osswald,35,Krämer
Human,Male,German,36,Ott,36,Berger
Human,Male,German,37,Peter,37,Zimmermann
Human,Male,German,38,Rudolff,38,Herrmann
Human,Male,German,39,Ruprecht,39,Schwarz
Human,Male,German,40,Sewastian,40,Weber
Human,Male,German,41,Sigmund,41,Krause
Human,Male,German,42,Steffan,42,Ernst
Human,Male,German,43,Symon,43,Werner
Human,Male,German,44,Thoman,44,Heinrich
Human,Male,German,45,Ulrich,45,Kern
Human,Male,German,46,Vallentin,46,Seifert
Human,Male,German,47,Wendel,47,Albrecht
Human,Male,German,48,Wilhelm,48,Schubert
Human,Male,German,49,Wolff,49,Fuchs
Human,Male,German,50,Wolfgang,50,Schulze
Human,Female,Greek,1,Acantha,1,Karagiannis
Human,Female,Greek,2,Aella,2,Chatzis
Human,Female,Greek,3,Alektos,3,Georgopoulos
Human,Female,Greek,4,Alkippe,4,Petropoulos
Human,Female,Greek,5,Andromeda,5,Giannopoulos
Human,Female,Greek,6,Antigone,6,Politis
Human,Female,Greek,7,Ariadne,7,Papavasileiou
Human,Female,Greek,8,Astraea,8,Markou
Human,Female,Greek,9,Chloros,9,Anastasiadis
Human,Female,Greek,10,Chryseos,10,Galanis
Human,Female,Greek,11,Daphne,11,Kyriakidis
Human,Female,Greek,12,Despoina,12,Papathanasiou
Human,Female,Greek,13,Dione,13,Lamprou
Human,Female,Greek,14,Eileithyia,14,Dimopoulou
Human,Female,Greek,15,Elektra,15,Diamantis
Human,Female,Greek,16,Euadne,16,Stathopoulos
Human,Female,Greek,17,Eudora,17,Pappas
Human,Female,Greek,18,Eunomia,18,Theodoropoulos
Human,Female,Greek,19,Hekabe,19,Ioannidou
Human,Female,Greek,20,Helene,20,Christopoulos
Human,Female,Greek,21,Hermoione,21,Paraskevopoulos
Human,Female,Greek,22,Hippolyte,22,Kostopoulos
Human,Female,Greek,23,Ianthe,23,Petridis
Human,Female,Greek,24,Iokaste,24,Papaioannou
Human,Female,Greek,25,Iole,25,Papazoglou
Human,Female,Greek,26,Iphigenia,26,Antoniadis
Human,Female,Greek,27,Ismene,27,Nikolaou
Human,Female,Greek,28,Kalliope,28,Kyriakou
Human,Female,Greek,29,Kallisto,29,Lazaridis
Human,Female,Greek,30,Kalypso,30,Theodorou
Human,Female,Greek,31,Karme,31,Spanos
Human,Female,Greek,32,Kassandra,32,Stergiou
Human,Female,Greek,33,Kassiopeia,33,Arvanitis
Human,Female,Greek,34,Kirke,34,Christodoulou
Human,Female,Greek,35,Kleio,35,Pantazis
Human,Female,Greek,36,Klotho,36,Georgiadis
Human,Female,Greek,37,Klytië,37,Dimopoulos
Human,Female,Greek,38,Kynthia,38,Mylonas
Human,Female,Greek,39,Leto,39,Dimou
Human,Female,Greek,40,Megaera,40,Papadaki
Human,Female,Greek,41,Melaina,41,Athanasiadis
Human,Female,Greek,42,Melpomene,42,Apostolopoulos
Human,Female,Greek,43,Nausikaa,43,Grigoriadis
Human,Female,Greek,44,Nemesis,44,Kontos
Human,Female,Greek,45,Niobe,45,Vasileiadis
Human,Female,Greek,46,Ourania,46,Dimitriadis
Human,Female,Greek,47,Phaenna,47,Vasileiou
Human,Female,Greek,48,Polymnia,48,Athanasiou
Human,Female,Greek,49,Semele,49,Apostolou
Human,Female,Greek,50,Theia,50,Anagnostopoulos
Human,Male,Greek,1,Adonis,1,Panagiotopoulos
Human,Male,Greek,2,Adrastos,2,Papadimitriou
Human,Male,Greek,3,Aeson,3,Diamantopoulos
Human,Male,Greek,4,Aias,4,Papanikolaou
Human,Male,Greek,5,Aineias,5,Raptis
Human,Male,Greek,6,Aiolos,6,Michailidis
Human,Male,Greek,7,Alekto,7,Stavrou
Human,Male,Greek,8,Alkeides,8,Papageorgiou
Human,Male,Greek,9,Argos,9,Stavropoulos
Human,Male,Greek,10,Brontes,10,Iliopoulos
Human,Male,Greek,11,Damazo,11,Michalopoulos
Human,Male,Greek,12,Dardanos,12,Dimitriou
Human,Male,Greek,13,Deimos,13,Nikolaidou
Human,Male,Greek,14,Diomedes,14,Georgiou
Human,Male,Greek,15,Endymion,15,Konstantinidou
Human,Male,Greek,16,Epimetheus,16,Athanasopoulos
Human,Male,Greek,17,Erebos,17,Konstantinidis
Human,Male,Greek,18,Euandros,18,Nikolaidis
Human,Male,Greek,19,Ganymedes,19,Nikolopoulos
Human,Male,Greek,20,Glaukos,20,Karagianni
Human,Male,Greek,21,Hektor,21,Panagiotou
Human,Male,Greek,22,Heros,22,Triantafyllou
Human,Male,Greek,23,Hippolytos,23,Georgiadou
Human,Male,Greek,24,Iacchus,24,Papadakis
Human,Male,Greek,25,Iason,25,Giannakopoulos
Human,Male,Greek,26,Kadmos,26,Giannopoulou
Human,Male,Greek,27,Kastor,27,Oikonomou
Human,Male,Greek,28,Kephalos,28,Pappa
Human,Male,Greek,29,Kepheus,29,Ioannou
Human,Male,Greek,30,Koios,30,Sideris
Human,Male,Greek,31,Kreios,31,Alexiou
Human,Male,Greek,32,Laios,32,Mavridis
Human,Male,Greek,33,Leandros,33,Pavlidis
Human,Male,Greek,34,Linos,34,Vlachos
Human,Male,Greek,35,Lykos,35,Samaras
Human,Male,Greek,36,Melanthios,36,Anastasiou
Human,Male,Greek,37,Menelaus,37,Apostolidis
Human,Male,Greek,38,Mentor,38,Antonopoulos
Human,Male,Greek,39,Neoptolemus,39,Makris
Human,Male,Greek,40,Okeanos,40,Sidiropoulos
Human,Male,Greek,41,Orestes,41,Petrou
Human,Male,Greek,42,Pallas,42,Theodoridis
Human,Male,Greek,43,Patroklos,43,Christou
Human,Male,Greek,44,Philandros,44,Alexopoulos
Human,Male,Greek,45,Phoibos,45,Efstathiou
Human,Male,Greek,46,Phrixus,46,Papakonstantinou
Human,Male,Greek,47,Priamos,47,Spyropoulos
Human,Male,Greek,48,Pyrrhos,48,Vasilopoulos
Human,Male,Greek,49,Xanthos,49,Papadopoulou
Human,Male,Greek,50,Zephyros,50,Papadopoulos
Human,Female,Indian,1,Abha,1,Raut
Human,Female,Indian,2,Aishwarya,2,Thakur
Human,Female,Indian,3,Amala,3,Das
Human,Female,Indian,4,Ananda,4,Kumari
Human,Female,Indian,5,Ankita,5,Naik
Human,Female,Indian,6,Archana,6,Ansari
Human,Female,Indian,7,Avani,7,Patra
Human,Female,Indian,8,Chandana,8,Pawar
Human,Female,Indian,9,Chandrakanta,9,Kamble
Human,Female,Indian,10,Chetan,10,Ali
Human,Female,Indian,11,Darshana,11,Khan
Human,Female,Indian,12,Devi,12,Bibi
Human,Female,Indian,13,Dipti,13,Prasad
Human,Female,Indian,14,Esha,14,Karmakar
Human,Female,Indian,15,Gauro,15,Tudu
Human,Female,Indian,16,Gita,16,Mishra
Human,Female,Indian,17,Indira,17,Jana
Human,Female,Indian,18,Indu,18,Khatoon
Human,Female,Indian,19,Jaya,19,Gayakwad
Human,Female,Indian,20,Kala,20,Paramar
Human,Female,Indian,21,Kalpana,21,Mandal
Human,Female,Indian,22,Kamala,22,Yadav
Human,Female,Indian,23,Kanta,23,Mahato
Human,Female,Indian,24,Kashi,24,Manjhi
Human,Female,Indian,25,Kishori,25,Shaik
Human,Female,Indian,26,Lalita,26,Singh
Human,Female,Indian,27,Lina,27,More
Human,Female,Indian,28,Madhur,28,Rana
Human,Female,Indian,29,Manju,29,Pathan
Human,Female,Indian,30,Meera,30,Sarkar
Human,Female,Indian,31,Mohana,31,Cauhan
Human,Female,Indian,32,Mukta,32,Chauhan
Human,Female,Indian,33,Nisha,33,Hussain
Human,Female,Indian,34,Nitya,34,Patel
Human,Female,Indian,35,Padma,35,Alam
Human,Female,Indian,36,Pratima,36,Patil
Human,Female,Indian,37,Priya,37,Roy
Human,Female,Indian,38,Rani,38,Pandey
Human,Female,Indian,39,Sarala,39,Pal
Human,Female,Indian,40,Shakti,40,Kadam
Human,Female,Indian,41,Shanta,41,Jain
Human,Female,Indian,42,Shobha,42,Biswas
Human,Female,Indian,43,Sima,43,Chandra
Human,Female,Indian,44,Sonal,44,Nisha
Human,Female,Indian,45,Sumana,45,Kaur
Human,Female,Indian,46,Sunita,46,Pandit
Human,Female,Indian,47,Tara,47,Ram
Human,Female,Indian,48,Valli,48,Bano
Human,Female,Indian,49,Vijaya,49,Chaudhari
Human,Female,Indian,50,Vimala,50,Khatun
Human,Male,Indian,1,Abhay,1,Raj
Human,Male,Indian,2,Ahsan,2,Solanki
Human,Male,Indian,3,Ajay,3,Lal
Human,Male,Indian,4,Ajit,4,Rai
Human,Male,Indian,5,Akhil,5,Ma
Human,Male,Indian,6,Amar,6,Sardar
Human,Male,Indian,7,Amit,7,Sekh
Human,Male,Indian,8,Ananta,8,Thakor
Human,Male,Indian,9,Aseem,9,Nayak
Human,Male,Indian,10,Ashok,10,Ahamad
Human,Male,Indian,11,Bahadur,11,Jha
Human,Male,Indian,12,Basu,12,Mondal
Human,Male,Indian,13,Chand,13,Sinh
Human,Male,Indian,14,Chandra,14,Varma
Human,Male,Indian,15,Damodar,15,Bai
Human,Male,Indian,16,Darhsan,16,Giri
Human,Male,Indian,17,Devdan,17,Sah
Human,Male,Indian,18,Dinesh,18,Ray
Human,Male,Indian,19,Dipak,19,Barik
Human,Male,Indian,20,Gopal,20,Behera
Human,Male,Indian,21,Govind,21,Gupta
Human,Male,Indian,22,Harendra,22,Mahto
Human,Male,Indian,23,Harsha,23,Chakraborty
Human,Male,Indian,24,Ila,24,Shah
Human,Male,Indian,25,Isha,25,Murmu
Human,Male,Indian,26,Johar,26,Barman
Human,Male,Indian,27,Kalyan,27,Bag
Human,Male,Indian,28,Kiran,28,Sih
Human,Male,Indian,29,Kumar,29,Makavan
Human,Male,Indian,30,Lakshmana,30,Majhi
Human,Male,Indian,31,Mahavir,31,Molla
Human,Male,Indian,32,Narayan,32,Jadhav
Human,Male,Indian,33,Naveen,33,Uddin
Human,Male,Indian,34,Nirav,34,Saha
Human,Male,Indian,35,Prabhakar,35,Kumar
Human,Male,Indian,36,Prasanna,36,Nath
Human,Male,Indian,37,Raghu,37,Chaudhary
Human,Male,Indian,38,Rajanikant,38,Vasav
Human,Male,Indian,39,Rakesh,39,Shaikh
Human,Male,Indian,40,Ranjeet,40,Jena
Human,Male,Indian,41,Rishi,41,Paswan
Human,Male,Indian,42,Sanjay,42,Pradhan
Human,Male,Indian,43,Sekar,43,Rathod
Human,Male,Indian,44,Shandar,44,Sahu
Human,Male,Indian,45,Sumantra,45,Reddy
Human,Male,Indian,46,Vijay,46,Malik
Human,Male,Indian,47,Vikram,47,Ghosh
Human,Male,Indian,48,Vimal,48,Bauri
Human,Male,Indian,49,Vishal,49,Oraon
Human,Male,Indian,50,Yash,50,Munda
Human,Female,Japanese,1,Aika,1,Nakao
Human,Female,Japanese,2,Akemi,2,Kanno
Human,Female,Japanese,3,Akiko,3,Tsuchiya
Human,Female,Japanese,4,Amaya,4,Ori
Human,Female,Japanese,5,Asami,5,Ito
Human,Female,Japanese,6,Ayumi,6,Imoto
Human,Female,Japanese,7,Bunko,7,Takeuchi
Human,Female,Japanese,8,Chieko,8,Miyata
Human,Female,Japanese,9,Chika,9,Ageta
Human,Female,Japanese,10,Chiyo,10,Uchida
Human,Female,Japanese,11,Cho,11,Ishii
Human,Female,Japanese,12,Eiko,12,Asano
Human,Female,Japanese,13,Emiko,13,Nota
Human,Female,Japanese,14,Eri,14,Miyamoto
Human,Female,Japanese,15,Etsuko,15,Sakurai
Human,Female,Japanese,16,Gina,16,Tashima
Human,Female,Japanese,17,Hana,17,Hirai
Human,Female,Japanese,18,Haruki,18,Kimura
Human,Female,Japanese,19,Hideko,19,Sakai
Human,Female,Japanese,20,Hikari,20,Matsuo
Human,Female,Japanese,21,Hiroko,21,Abe
Human,Female,Japanese,22,Hisoka,22,Saiki
Human,Female,Japanese,23,Hishi,23,Fukui
Human,Female,Japanese,24,Hotaru,24,Hayashi
Human,Female,Japanese,25,Izumi,25,Yano
Human,Female,Japanese,26,Kameyo,26,Kaai
Human,Female,Japanese,27,Kasumi,27,Kawasaki
Human,Female,Japanese,28,Kimiko,28,Miura
Human,Female,Japanese,29,Kotone,29,Narita
Human,Female,Japanese,30,Kyoko,30,Akiyama
Human,Female,Japanese,31,Maiko,31,Saito
Human,Female,Japanese,32,Masako,32,Hagi
Human,Female,Japanese,33,Mi,33,Sugiura
Human,Female,Japanese,34,Minori,34,Kawamoto
Human,Female,Japanese,35,Mizuki,35,Sakaguchi
Human,Female,Japanese,36,Naoki,36,Okura
Human,Female,Japanese,37,Natsuko,37,Asai
Human,Female,Japanese,38,Noriko,38,Saita
Human,Female,Japanese,39,Rei,39,Taketa
Human,Female,Japanese,40,Ren,40,Kataoka
Human,Female,Japanese,41,Saki,41,Oishi
Human,Female,Japanese,42,Shigeko,42,Nishiyama
Human,Female,Japanese,43,Shinju,43,Osawa
Human,Female,Japanese,44,Sumiko,44,Araki
Human,Female,Japanese,45,Toshiko,45,Oba
Human,Female,Japanese,46,Tsukiko,46,Kano
Human,Female,Japanese,47,Ume,47,Kita
Human,Female,Japanese,48,Usagi,48,Kawano
Human,Female,Japanese,49,Yasuko,49,Daisen
Human,Female,Japanese,50,Yuriko,50,Honma
Human,Male,Japanese,1,Akio,1,Koga
Human,Male,Japanese,2,Atsushi,2,Imura
Human,Male,Japanese,3,Daichi,3,Kishimoto
Human,Male,Japanese,4,Daiki,4,Inoue
Human,Male,Japanese,5,Daisuke,5,Amano
Human,Male,Japanese,6,Eiji,6,Ota
Human,Male,Japanese,7,Fumio,7,Okabe
Human,Male,Japanese,8,Hajime,8,Uemura
Human,Male,Japanese,9,Haru,9,Shirai
Human,Male,Japanese,10,Hideaki,10,Iwata
Human,Male,Japanese,11,Hideo,11,Nakamura
Human,Male,Japanese,12,Hikaru,12,Nakashima
Human,Male,Japanese,13,Hiro,13,Iizuka
Human,Male,Japanese,14,Hiroki,14,Ai
Human,Male,Japanese,15,Hisao,15,Onishi
Human,Male,Japanese,16,Hitoshi,16,Imamura
Human,Male,Japanese,17,Isamu,17,Tanaka
Human,Male,Japanese,18,Isao,18,Uchiyama
Human,Male,Japanese,19,Jun,19,Isa
Human,Male,Japanese,20,Katashi,20,Aki
Human,Male,Japanese,21,Katsu,21,Kawamura
Human,Male,Japanese,22,Kei,22,Okamura
Human,Male,Japanese,23,Ken,23,Kaneda
Human,Male,Japanese,24,Kenshin,24,Oka
Human,Male,Japanese,25,Kenta,25,Okawa
Human,Male,Japanese,26,Kioshi,26,Sanka
Human,Male,Japanese,27,Makoto,27,Imai
Human,Male,Japanese,28,Mamoru,28,Ohara
Human,Male,Japanese,29,Masato,29,Osaki
Human,Male,Japanese,30,Masumi,30,Hoshino
Human,Male,Japanese,31,Noboru,31,Aita
Human,Male,Japanese,32,Norio,32,Sano
Human,Male,Japanese,33,Osamu,33,Matsui
Human,Male,Japanese,34,Ryota,34,Matsushita
Human,Male,Japanese,35,Sadao,35,Ishizaki
Human,Male,Japanese,36,Satoshi,36,Shiraishi
Human,Male,Japanese,37,Shigeo,37,Tokuda
Human,Male,Japanese,38,Shin,38,Yaguchi
Human,Male,Japanese,39,Sora,39,Aoki
Human,Male,Japanese,40,Tadao,40,Tsukamoto
Human,Male,Japanese,41,Takehiko,41,Okumura
Human,Male,Japanese,42,Takeo,42,Oshima
Human,Male,Japanese,43,Takeshi,43,Murata
Human,Male,Japanese,44,Takumi,44,Ada
Human,Male,Japanese,45,Tamotsu,45,Ishida
Human,Male,Japanese,46,Tatsuo,46,Nakano
Human,Male,Japanese,47,Toru,47,Agari
Human,Male,Japanese,48,Toshio,48,Morishita
Human,Male,Japanese,49,Yasuo,49,Matsuura
Human,Male,Japanese,50,Yukio,50,Nemoto
Human,Female,Mesoamerican,1,Ahuiliztli,1,Roldan
Human,Female,Mesoamerican,2,Atl,2,Banuelos
Human,Female,Mesoamerican,3,Centehua,3,Ichtaca
Human,Female,Mesoamerican,4,Chalchiuitl,4,Echeverria
Human,Female,Mesoamerican,5,Chipahua,5,Buenrostro
Human,Female,Mesoamerican,6,Cihuaton,6,Moctezuma
Human,Female,Mesoamerican,7,Citlali,7,Concepcion
Human,Female,Mesoamerican,8,Citlalmina,8,Chavarria
Human,Female,Mesoamerican,9,Coszcatl,9,Gaona
Human,Female,Mesoamerican,10,Cozamalotl,10,Delafuente
Human,Female,Mesoamerican,11,Cuicatl,11,Madrigal
Human,Female,Mesoamerican,12,Eleuia,12,Malinalxochitl
Human,Female,Mesoamerican,13,Eloxochitl,13,Caro
Human,Female,Mesoamerican,14,Eztli,14,Cardoza
Human,Female,Mesoamerican,15,Ichtaca,15,Barcenas
Human,Female,Mesoamerican,16,Icnoyotl,16,Heredia
Human,Female,Mesoamerican,17,Ihuicatl,17,Cartagena
Human,Female,Mesoamerican,18,Ilhuitl,18,Baca
Human,Female,Mesoamerican,19,Itotia,19,Castanon
Human,Female,Mesoamerican,20,Iuitl,20,Carreon
Human,Female,Mesoamerican,21,Ixcatzin,21,Fernandez
Human,Female,Mesoamerican,22,Izel,22,Mosqueda
Human,Female,Mesoamerican,23,Malinalxochitl,23,Lucas
Human,Female,Mesoamerican,24,Mecatl,24,Berrios
Human,Female,Mesoamerican,25,Meztli,25,Manzano
Human,Female,Mesoamerican,26,Miyaoaxochitl,26,Galaviz
Human,Female,Mesoamerican,27,Mizquixaual,27,Maestas
Human,Female,Mesoamerican,28,Moyolehuani,28,Montemayor
Human,Female,Mesoamerican,29,Nahuatl,29,Amaya
Human,Female,Mesoamerican,30,Necahual,30,Angel
Human,Female,Mesoamerican,31,Nenetl,31,Cuauhtémoc
Human,Female,Mesoamerican,32,Nochtli,32,Bocanegra
Human,Female,Mesoamerican,33,Noxochicoztli,33,Islas
Human,Female,Mesoamerican,34,Ohtli,34,Becerra
Human,Female,Mesoamerican,35,Papan,35,Machado
Human,Female,Mesoamerican,36,Patli,36,Amaro
Human,Female,Mesoamerican,37,Quetzalxochitl,37,Lara
Human,Female,Mesoamerican,38,Sacnite,38,Deleon
Human,Female,Mesoamerican,39,Teicui,39,Perales
Human,Female,Mesoamerican,40,Tepin,40,Castaneda
Human,Female,Mesoamerican,41,Teuicui,41,Nelson
Human,Female,Mesoamerican,42,Teyacapan,42,Howard
Human,Female,Mesoamerican,43,Tlaco,43,Abrego
Human,Female,Mesoamerican,44,Tlacoehua,44,Ayauhtéotl
Human,Female,Mesoamerican,45,Tlacotl,45,Carranza
Human,Female,Mesoamerican,46,Tlalli,46,Casanova
Human,Female,Mesoamerican,47,Tlanextli,47,Navarro
Human,Female,Mesoamerican,48,Xihuitl,48,Estevez
Human,Female,Mesoamerican,49,Xiuhcoatl,49,Mejia
Human,Female,Mesoamerican,50,Xiuhtonal,50,Acosta
Human,Male,Mesoamerican,1,Achcauhtli,1,Llamas
Human,Male,Mesoamerican,2,Amoxtli,2,Clark
Human,Male,Mesoamerican,3,Chicahua,3,Nevarez
Human,Male,Mesoamerican,4,Chimalli,4,Farias
Human,Male,Mesoamerican,5,Cipactli,5,Diaz
Human,Male,Mesoamerican,6,Coaxoch,6,Guillen
Human,Male,Mesoamerican,7,Coyotl,7,Borrego
Human,Male,Mesoamerican,8,Cualli,8,Giraldo
Human,Male,Mesoamerican,9,Cuauhtémoc,9,Mictlantecuhtli
Human,Male,Mesoamerican,10,Cuetlachtilo,10,Enriquez
Human,Male,Mesoamerican,11,Cuetzpalli,11,Paz
Human,Male,Mesoamerican,12,Cuixtli,12,Partida
Human,Male,Mesoamerican,13,Ehecatl,13,Chavez
Human,Male,Mesoamerican,14,Etalpalli,14,Moya
Human,Male,Mesoamerican,15,Huemac,15,Amezcua
Human,Male,Mesoamerican,16,Huitzilihuitl,16,Ovalle
Human,Male,Mesoamerican,17,Iccauhtli,17,Gaitan
Human,Male,Mesoamerican,18,Ilhicamina,18,Barrios
Human,Male,Mesoamerican,19,Itztli,19,Godoy
Human,Male,Mesoamerican,20,Ixtli,20,Ascencio
Human,Male,Mesoamerican,21,Mahuizoh,21,Ixtlilton
Human,Male,Mesoamerican,22,Manauia,22,Bernal
Human,Male,Mesoamerican,23,Matlal,23,Ocampo
Human,Male,Mesoamerican,24,Matlalihuitl,24,Manriquez
Human,Male,Mesoamerican,25,Mazatl,25,Casillas
Human,Male,Mesoamerican,26,Mictlantecuhtli,26,Huitzilihuitl
Human,Male,Mesoamerican,27,Milintica,27,Almonte
Human,Male,Mesoamerican,28,Momoztli,28,Martin
Human,Male,Mesoamerican,29,Namacuix,29,Cardona
Human,Male,Mesoamerican,30,Necalli,30,Florez
Human,Male,Mesoamerican,31,Necuametl,31,Paniagua
Human,Male,Mesoamerican,32,Nezahualcoyotl,32,Harris
Human,Male,Mesoamerican,33,Nexahualpilli,33,Menjivar
Human,Male,Mesoamerican,34,Nochehuatl,34,Echevarria
Human,Male,Mesoamerican,35,Nopaltzin,35,Alonzo
Human,Male,Mesoamerican,36,Ollin,36,Miguel
Human,Male,Mesoamerican,37,Quauhtli,37,Lomeli
Human,Male,Mesoamerican,38,Tenoch,38,Metztli
Human,Male,Mesoamerican,39,Teoxihuitl,39,Magallanes
Human,Male,Mesoamerican,40,Tepiltzin,40,Archuleta
Human,Male,Mesoamerican,41,Tezcacoatl,41,Montoya
Human,Male,Mesoamerican,42,Tlacaelel,42,Betancourt
Human,Male,Mesoamerican,43,Tlacelel,43,Munguia
Human,Male,Mesoamerican,44,Tlaloc,44,Landa
Human,Male,Mesoamerican,45,Tlanextic,45,Aviles
Human,Male,Mesoamerican,46,Tlazohtlaloni,46,Gonzales
Human,Male,Mesoamerican,47,Tlazopillo,47,Lebron
Human,Male,Mesoamerican,48,Uetzcayotl,48,Castro
Human,Male,Mesoamerican,49,Xipilli,49,Munoz
Human,Male,Mesoamerican,50,Yaotl,50,Arteaga
